,eurogrid_0250_1,pred
0,1kmN3032E5026_11,0.027946263551712036
1,1kmN3032E5026_12,0.027946263551712036
2,1kmN3032E5026_13,0.027946263551712036
3,1kmN3032E5026_14,0.027946263551712036
4,1kmN3032E5026_21,0.027946263551712036
5,1kmN3032E5026_31,0.027946263551712036
6,1kmN3032E5026_34,0.027946263551712036
7,1kmN3032E5027_13,0.027946263551712036
8,1kmN3032E5027_14,0.027946263551712036
9,1kmN3032E5027_31,0.027946263551712036
10,1kmN3032E5027_33,0.027946263551712036
11,1kmN3032E5027_34,0.027946263551712036
12,1kmN3032E5027_41,0.027946263551712036
13,1kmN3032E5027_42,0.027946263551712036
14,1kmN3032E5027_43,0.027946263551712036
15,1kmN3032E5027_44,0.027946263551712036
16,1kmN3032E5032_11,0.027946263551712036
17,1kmN3032E5032_12,0.027946263551712036
18,1kmN3032E5032_13,0.027946263551712036
19,1kmN3032E5032_14,0.027946263551712036
20,1kmN3032E5032_21,0.027946263551712036
21,1kmN3032E5032_41,0.027946263551712036
22,1kmN3032E5032_44,0.027946263551712036
23,1kmN3032E5033_44,0.027946263551712036
24,1kmN3033E5025_11,0.027946263551712036
25,1kmN3033E5025_12,0.027946263551712036
26,1kmN3033E5025_13,0.027946263551712036
27,1kmN3033E5025_14,0.027946263551712036
28,1kmN3033E5025_41,0.027946263551712036
29,1kmN3033E5025_42,0.027946263551712036
30,1kmN3033E5025_43,0.027946263551712036
31,1kmN3033E5025_44,0.027946263551712036
32,1kmN3033E5026_11,0.027946263551712036
33,1kmN3033E5026_12,0.027946263551712036
34,1kmN3033E5026_13,-0.7808961868286133
35,1kmN3033E5026_14,-0.7808961868286133
36,1kmN3033E5026_21,0.027946263551712036
37,1kmN3033E5026_22,0.43804222345352173
38,1kmN3033E5026_23,0.43804222345352173
39,1kmN3033E5026_24,0.027946263551712036
40,1kmN3033E5026_31,0.027946263551712036
41,1kmN3033E5026_41,-0.7808961868286133
42,1kmN3033E5026_42,0.027946263551712036
43,1kmN3033E5026_43,0.027946263551712036
44,1kmN3033E5026_44,0.027946263551712036
45,1kmN3033E5027_12,0.027946263551712036
46,1kmN3033E5027_21,0.43804222345352173
47,1kmN3033E5027_22,0.027946263551712036
48,1kmN3033E5027_23,0.027946263551712036
49,1kmN3033E5027_24,0.43804222345352173
50,1kmN3033E5027_31,0.027946263551712036
51,1kmN3033E5027_32,0.027946263551712036
52,1kmN3033E5027_33,0.027946263551712036
53,1kmN3033E5027_34,0.027946263551712036
54,1kmN3033E5027_42,0.027946263551712036
55,1kmN3033E5027_43,0.027946263551712036
56,1kmN3033E5028_11,0.027946263551712036
57,1kmN3033E5028_12,0.027946263551712036
58,1kmN3033E5028_13,0.027946263551712036
59,1kmN3033E5028_14,0.43804222345352173
60,1kmN3033E5028_21,0.027946263551712036
61,1kmN3033E5028_24,0.027946263551712036
62,1kmN3033E5028_31,0.027946263551712036
63,1kmN3033E5028_33,0.027946263551712036
64,1kmN3033E5028_34,0.027946263551712036
65,1kmN3033E5028_42,0.027946263551712036
66,1kmN3033E5028_43,0.027946263551712036
67,1kmN3033E5029_11,0.027946263551712036
68,1kmN3033E5029_12,0.027946263551712036
69,1kmN3033E5029_13,2.6685986518859863
70,1kmN3033E5029_14,1.2766571044921875
71,1kmN3033E5029_21,0.027946263551712036
72,1kmN3033E5029_24,2.15297269821167
73,1kmN3033E5029_34,0.027946263551712036
74,1kmN3033E5029_41,0.027946263551712036
75,1kmN3033E5029_42,2.6685986518859863
76,1kmN3033E5029_43,0.027946263551712036
77,1kmN3033E5029_44,0.027946263551712036
78,1kmN3033E5030_12,0.027946263551712036
79,1kmN3033E5030_21,0.027946263551712036
80,1kmN3033E5030_34,0.027946263551712036
81,1kmN3033E5030_43,0.027946263551712036
82,1kmN3033E5030_44,0.027946263551712036
83,1kmN3033E5031_11,0.027946263551712036
84,1kmN3033E5031_12,0.027946263551712036
85,1kmN3033E5031_13,0.027946263551712036
86,1kmN3033E5031_14,0.027946263551712036
87,1kmN3033E5031_21,0.027946263551712036
88,1kmN3033E5031_22,0.027946263551712036
89,1kmN3033E5031_23,0.027946263551712036
90,1kmN3033E5031_24,0.027946263551712036
91,1kmN3033E5031_31,0.027946263551712036
92,1kmN3033E5031_41,0.027946263551712036
93,1kmN3033E5031_42,0.027946263551712036
94,1kmN3033E5031_43,0.027946263551712036
95,1kmN3033E5031_44,0.027946263551712036
96,1kmN3033E5032_11,0.027946263551712036
97,1kmN3033E5032_12,0.027946263551712036
98,1kmN3033E5032_13,0.027946263551712036
99,1kmN3033E5032_14,0.027946263551712036
100,1kmN3033E5032_21,0.027946263551712036
101,1kmN3033E5032_22,0.027946263551712036
102,1kmN3033E5032_24,0.027946263551712036
103,1kmN3033E5032_31,0.027946263551712036
104,1kmN3033E5032_32,0.027946263551712036
105,1kmN3033E5032_33,0.027946263551712036
106,1kmN3033E5032_34,0.027946263551712036
107,1kmN3033E5032_41,0.027946263551712036
108,1kmN3033E5032_42,0.43804222345352173
109,1kmN3033E5032_43,0.43804222345352173
110,1kmN3033E5032_44,0.027946263551712036
111,1kmN3033E5033_31,0.027946263551712036
112,1kmN3033E5033_32,0.027946263551712036
113,1kmN3033E5033_33,0.027946263551712036
114,1kmN3033E5033_34,0.027946263551712036
115,1kmN3033E5033_42,0.027946263551712036
116,1kmN3033E5033_43,0.027946263551712036
117,1kmN3033E5033_44,0.027946263551712036
118,1kmN3033E5034_11,0.027946263551712036
119,1kmN3033E5034_12,0.027946263551712036
120,1kmN3033E5034_13,0.027946263551712036
121,1kmN3033E5034_14,0.027946263551712036
122,1kmN3033E5034_21,0.027946263551712036
123,1kmN3033E5034_23,0.027946263551712036
124,1kmN3033E5034_24,0.027946263551712036
125,1kmN3033E5035_12,0.027946263551712036
126,1kmN3033E5035_13,0.027946263551712036
127,1kmN3033E5035_31,0.027946263551712036
128,1kmN3033E5035_34,0.027946263551712036
129,1kmN3033E5035_42,0.027946263551712036
130,1kmN3033E5035_43,0.027946263551712036
131,1kmN3033E5035_44,0.027946263551712036
132,1kmN3033E5036_42,0.027946263551712036
133,1kmN3033E5036_43,0.027946263551712036
134,1kmN3034E5022_13,0.027946263551712036
135,1kmN3034E5022_24,0.027946263551712036
136,1kmN3034E5022_32,0.027946263551712036
137,1kmN3034E5022_34,0.027946263551712036
138,1kmN3034E5023_13,0.027946263551712036
139,1kmN3034E5023_24,0.027946263551712036
140,1kmN3034E5023_31,0.027946263551712036
141,1kmN3034E5023_34,0.027946263551712036
142,1kmN3034E5024_12,0.027946263551712036
143,1kmN3034E5024_13,0.027946263551712036
144,1kmN3034E5024_21,0.027946263551712036
145,1kmN3034E5025_22,0.027946263551712036
146,1kmN3034E5025_23,0.027946263551712036
147,1kmN3034E5025_24,0.027946263551712036
148,1kmN3034E5025_31,0.027946263551712036
149,1kmN3034E5025_32,0.027946263551712036
150,1kmN3034E5025_33,0.027946263551712036
151,1kmN3034E5025_34,0.027946263551712036
