,pred,grid
230,0.0038956403732299805,1kmN3034E5024_43
231,0.0038956403732299805,1kmN3034E5024_44
232,0.0038956403732299805,1kmN3034E5025_11
233,0.0038956403732299805,1kmN3034E5025_12
234,0.0038956403732299805,1kmN3034E5025_13
235,0.0038956403732299805,1kmN3034E5025_14
236,0.0038956403732299805,1kmN3034E5025_21
237,0.0038956403732299805,1kmN3034E5025_22
238,0.0038956403732299805,1kmN3034E5025_23
239,0.0038956403732299805,1kmN3034E5025_24
240,0.03241616487503052,1kmN3034E5025_31
241,0.06983006000518799,1kmN3034E5025_32
242,0.03241616487503052,1kmN3034E5025_33
243,0.03241616487503052,1kmN3034E5025_34
244,0.0038956403732299805,1kmN3034E5025_41
245,0.0038956403732299805,1kmN3034E5025_42
246,0.0038956403732299805,1kmN3034E5025_43
247,0.0038956403732299805,1kmN3034E5025_44
248,-0.6580893993377686,1kmN3034E5026_11
249,0.0038956403732299805,1kmN3034E5026_12
250,0.0038956403732299805,1kmN3034E5026_13
251,0.0038956403732299805,1kmN3034E5026_14
252,0.0038956403732299805,1kmN3034E5026_21
253,0.0038956403732299805,1kmN3034E5026_22
254,0.016052722930908203,1kmN3034E5026_23
255,0.0038956403732299805,1kmN3034E5026_24
256,0.0038956403732299805,1kmN3034E5026_31
257,0.0038956403732299805,1kmN3034E5026_32
258,0.0500544011592865,1kmN3034E5026_33
259,0.0038956403732299805,1kmN3034E5026_34
260,0.0038956403732299805,1kmN3034E5026_41
261,0.0038956403732299805,1kmN3034E5026_42
262,0.0038956403732299805,1kmN3034E5026_43
263,0.0038956403732299805,1kmN3034E5026_44
264,0.0020242035388946533,1kmN3034E5027_11
265,0.0038956403732299805,1kmN3034E5027_12
266,0.0038956403732299805,1kmN3034E5027_13
267,0.0038956403732299805,1kmN3034E5027_14
268,0.0038956403732299805,1kmN3034E5027_21
269,0.0038956403732299805,1kmN3034E5027_22
270,0.0038956403732299805,1kmN3034E5027_23
271,0.0038956403732299805,1kmN3034E5027_24
272,0.0038956403732299805,1kmN3034E5027_31
273,0.0038956403732299805,1kmN3034E5027_32
274,0.0038956403732299805,1kmN3034E5027_33
275,0.0038956403732299805,1kmN3034E5027_34
276,0.0038956403732299805,1kmN3034E5027_41
277,0.0038956403732299805,1kmN3034E5027_42
278,0.0038956403732299805,1kmN3034E5027_43
279,0.0038956403732299805,1kmN3034E5027_44
280,0.0038956403732299805,1kmN3034E5028_11
281,0.0038956403732299805,1kmN3034E5028_12
282,0.0038956403732299805,1kmN3034E5028_13
283,0.0038956403732299805,1kmN3034E5028_14
284,0.0038956403732299805,1kmN3034E5028_21
285,0.045443445444107056,1kmN3034E5028_22
286,0.00802960991859436,1kmN3034E5028_23
287,0.0038956403732299805,1kmN3034E5028_24
288,0.0038956403732299805,1kmN3034E5028_31
289,0.00802960991859436,1kmN3034E5028_32
290,0.0038956403732299805,1kmN3034E5028_33
291,0.0038956403732299805,1kmN3034E5028_34
292,0.0020242035388946533,1kmN3034E5028_41
293,0.0038956403732299805,1kmN3034E5028_42
294,0.0038956403732299805,1kmN3034E5028_43
295,0.0020242035388946533,1kmN3034E5028_44
296,0.0038956403732299805,1kmN3034E5029_11
297,0.0365501344203949,1kmN3034E5029_12
298,0.00802960991859436,1kmN3034E5029_13
299,0.0915294885635376,1kmN3034E5029_14
300,0.025667786598205566,1kmN3034E5029_21
301,0.10221949219703674,1kmN3034E5029_22
302,-1.880142331123352,1kmN3034E5029_23
303,0.03241616487503052,1kmN3034E5029_24
304,0.3433063328266144,1kmN3034E5029_31
305,0.2745167016983032,1kmN3034E5029_32
306,0.022005140781402588,1kmN3034E5029_33
307,0.0242861807346344,1kmN3034E5029_34
308,0.0689815878868103,1kmN3034E5029_41
309,0.00802960991859436,1kmN3034E5029_42
310,0.0038956403732299805,1kmN3034E5029_43
311,0.0038956403732299805,1kmN3034E5029_44
312,0.0038956403732299805,1kmN3034E5030_11
313,0.0038956403732299805,1kmN3034E5030_12
314,0.03241616487503052,1kmN3034E5030_13
315,0.046036481857299805,1kmN3034E5030_14
316,0.06983006000518799,1kmN3034E5030_21
317,0.044573307037353516,1kmN3034E5030_22
318,-0.99610435962677,1kmN3034E5030_23
319,0.040470004081726074,1kmN3034E5030_24
320,0.0038956403732299805,1kmN3034E5030_31
321,0.0038956403732299805,1kmN3034E5030_32
322,0.0038956403732299805,1kmN3034E5030_33
323,0.0038956403732299805,1kmN3034E5030_34
324,0.0038956403732299805,1kmN3034E5030_41
325,0.0038956403732299805,1kmN3034E5030_42
326,0.0038956403732299805,1kmN3034E5030_43
327,0.0038956403732299805,1kmN3034E5030_44
328,0.12349709868431091,1kmN3034E5031_11
329,0.0500544011592865,1kmN3034E5031_12
330,0.08201783895492554,1kmN3034E5031_13
331,0.04818296432495117,1kmN3034E5031_14
332,0.041309475898742676,1kmN3034E5031_21
333,-0.44517844915390015,1kmN3034E5031_22
334,0.044573307037353516,1kmN3034E5031_23
335,0.05810818076133728,1kmN3034E5031_24
336,0.021533817052841187,1kmN3034E5031_31
337,0.03241616487503052,1kmN3034E5031_32
338,0.03241616487503052,1kmN3034E5031_33
339,0.0038956403732299805,1kmN3034E5031_34
340,0.0890606939792633,1kmN3034E5031_41
341,0.13521891832351685,1kmN3034E5031_42
342,0.00802960991859436,1kmN3034E5031_43
343,0.045443445444107056,1kmN3034E5031_44
344,0.06983006000518799,1kmN3034E5032_11
345,0.05810818076133728,1kmN3034E5032_12
346,0.021533817052841187,1kmN3034E5032_13
347,0.0038956403732299805,1kmN3034E5032_14
348,0.0038956403732299805,1kmN3034E5032_21
349,0.03241616487503052,1kmN3034E5032_22
350,0.018230348825454712,1kmN3034E5032_23
351,0.0038956403732299805,1kmN3034E5032_24
352,0.016052722930908203,1kmN3034E5032_31
353,0.03241616487503052,1kmN3034E5032_32
354,0.03241616487503052,1kmN3034E5032_33
355,0.0038956403732299805,1kmN3034E5032_34
356,0.0038956403732299805,1kmN3034E5032_41
357,0.03241616487503052,1kmN3034E5032_42
358,0.0500544011592865,1kmN3034E5032_43
359,0.03054472804069519,1kmN3034E5032_44
360,0.00802960991859436,1kmN3034E5033_11
361,0.03782486915588379,1kmN3034E5033_12
362,0.0500544011592865,1kmN3034E5033_13
363,0.00802960991859436,1kmN3034E5033_14
364,0.00802960991859436,1kmN3034E5033_21
365,0.0038956403732299805,1kmN3034E5033_22
366,0.0038956403732299805,1kmN3034E5033_23
367,0.046058326959609985,1kmN3034E5033_24
368,0.00802960991859436,1kmN3034E5033_31
369,0.0038956403732299805,1kmN3034E5033_32
370,0.02966386079788208,1kmN3034E5033_33
371,0.0038956403732299805,1kmN3034E5033_34
372,0.00802960991859436,1kmN3034E5033_41
373,0.025667786598205566,1kmN3034E5033_42
374,0.03241616487503052,1kmN3034E5033_43
375,0.0038956403732299805,1kmN3034E5033_44
376,0.0038956403732299805,1kmN3034E5034_11
377,0.0038956403732299805,1kmN3034E5034_12
378,0.0038956403732299805,1kmN3034E5034_13
379,0.021533817052841187,1kmN3034E5034_14
380,0.026463806629180908,1kmN3034E5034_21
381,0.044101983308792114,1kmN3034E5034_22
382,0.0038956403732299805,1kmN3034E5034_23
383,0.040470004081726074,1kmN3034E5034_24
384,0.026463806629180908,1kmN3034E5034_31
385,0.0038956403732299805,1kmN3034E5034_32
386,0.0038956403732299805,1kmN3034E5034_33
387,0.0038956403732299805,1kmN3034E5034_34
388,0.0038956403732299805,1kmN3034E5034_41
389,0.0038956403732299805,1kmN3034E5034_42
390,0.0038956403732299805,1kmN3034E5034_43
391,0.021533817052841187,1kmN3034E5034_44
392,0.0038956403732299805,1kmN3034E5035_11
393,0.0038956403732299805,1kmN3034E5035_12
394,0.0038956403732299805,1kmN3034E5035_13
395,0.0038956403732299805,1kmN3034E5035_14
396,0.0038956403732299805,1kmN3034E5035_21
397,0.0038956403732299805,1kmN3034E5035_22
398,0.0038956403732299805,1kmN3034E5035_23
399,0.0038956403732299805,1kmN3034E5035_24
400,0.021533817052841187,1kmN3034E5035_31
401,0.0038956403732299805,1kmN3034E5035_32
402,0.0500544011592865,1kmN3034E5035_33
403,0.0038956403732299805,1kmN3034E5035_34
404,0.0038956403732299805,1kmN3034E5035_41
405,0.0038956403732299805,1kmN3034E5035_42
406,0.0038956403732299805,1kmN3034E5035_43
407,0.0038956403732299805,1kmN3034E5035_44
408,0.0038956403732299805,1kmN3034E5036_11
409,0.0038956403732299805,1kmN3034E5036_13
410,0.0038956403732299805,1kmN3034E5036_14
411,0.0038956403732299805,1kmN3034E5036_24
412,0.0038956403732299805,1kmN3034E5036_31
413,0.0038956403732299805,1kmN3034E5036_32
414,0.0038956403732299805,1kmN3034E5036_33
415,0.0038956403732299805,1kmN3034E5036_34
416,0.0038956403732299805,1kmN3034E5036_41
417,0.0038956403732299805,1kmN3034E5036_42
418,0.0038956403732299805,1kmN3034E5036_43
419,0.0038956403732299805,1kmN3034E5036_44
420,0.0038956403732299805,1kmN3035E5020_11
421,0.0038956403732299805,1kmN3035E5020_12
422,0.0038956403732299805,1kmN3035E5020_13
423,0.0038956403732299805,1kmN3035E5020_21
424,0.0038956403732299805,1kmN3035E5020_22
425,0.048707276582717896,1kmN3035E5021_11
426,0.0500544011592865,1kmN3035E5021_12
427,0.0638776421546936,1kmN3035E5021_13
428,0.048707276582717896,1kmN3035E5021_14
429,0.06983006000518799,1kmN3035E5021_21
430,0.0038956403732299805,1kmN3035E5021_22
431,0.0038956403732299805,1kmN3035E5021_23
432,0.0038956403732299805,1kmN3035E5021_24
433,0.0038956403732299805,1kmN3035E5021_31
434,0.0038956403732299805,1kmN3035E5021_32
435,0.0038956403732299805,1kmN3035E5021_33
436,0.0038956403732299805,1kmN3035E5021_34
437,0.030597776174545288,1kmN3035E5021_41
438,0.0038956403732299805,1kmN3035E5021_42
439,0.0038956403732299805,1kmN3035E5021_43
440,0.016052722930908203,1kmN3035E5021_44
441,0.026463806629180908,1kmN3035E5022_11
442,0.0038956403732299805,1kmN3035E5022_12
443,0.0500544011592865,1kmN3035E5022_13
444,0.044573307037353516,1kmN3035E5022_14
445,0.0038956403732299805,1kmN3035E5022_21
446,0.0038956403732299805,1kmN3035E5022_22
447,0.0038956403732299805,1kmN3035E5022_23
448,0.0038956403732299805,1kmN3035E5022_24
449,0.043487101793289185,1kmN3035E5022_31
450,0.0038956403732299805,1kmN3035E5022_32
451,0.0038956403732299805,1kmN3035E5022_33
452,0.03241616487503052,1kmN3035E5022_34
453,0.006073266267776489,1kmN3035E5022_41
454,0.0038956403732299805,1kmN3035E5022_42
455,0.04269719123840332,1kmN3035E5022_43
456,0.0038956403732299805,1kmN3035E5022_44
457,0.0038956403732299805,1kmN3035E5023_11
458,0.021533817052841187,1kmN3035E5023_12
459,0.0038956403732299805,1kmN3035E5023_13
460,0.0038956403732299805,1kmN3035E5023_14
461,0.0038956403732299805,1kmN3035E5023_21
462,0.0038956403732299805,1kmN3035E5023_22
463,0.0038956403732299805,1kmN3035E5023_23
464,0.0038956403732299805,1kmN3035E5023_24
465,0.0038956403732299805,1kmN3035E5023_31
466,0.0038956403732299805,1kmN3035E5023_32
467,0.0038956403732299805,1kmN3035E5023_33
468,0.0038956403732299805,1kmN3035E5023_34
469,0.0038956403732299805,1kmN3035E5023_41
470,0.0038956403732299805,1kmN3035E5023_42
471,0.0038956403732299805,1kmN3035E5023_43
472,0.0038956403732299805,1kmN3035E5023_44
473,0.0038956403732299805,1kmN3035E5024_11
474,0.0038956403732299805,1kmN3035E5024_12
475,0.0038956403732299805,1kmN3035E5024_13
476,0.0038956403732299805,1kmN3035E5024_14
477,0.0038956403732299805,1kmN3035E5024_21
478,0.0038956403732299805,1kmN3035E5024_22
479,0.0038956403732299805,1kmN3035E5024_23
480,0.0038956403732299805,1kmN3035E5024_24
481,0.0038956403732299805,1kmN3035E5024_31
482,0.0038956403732299805,1kmN3035E5024_32
483,0.0038956403732299805,1kmN3035E5024_33
484,0.0038956403732299805,1kmN3035E5024_34
485,0.0038956403732299805,1kmN3035E5024_41
486,0.0038956403732299805,1kmN3035E5024_42
487,0.03241616487503052,1kmN3035E5024_43
488,0.06983006000518799,1kmN3035E5024_44
489,0.08198714256286621,1kmN3035E5025_11
490,0.03241616487503052,1kmN3035E5025_12
491,0.15239891409873962,1kmN3035E5025_13
492,0.041309475898742676,1kmN3035E5025_14
493,0.0038956403732299805,1kmN3035E5025_21
494,0.0038956403732299805,1kmN3035E5025_22
495,0.0038956403732299805,1kmN3035E5025_23
496,0.0038956403732299805,1kmN3035E5025_24
497,0.0038956403732299805,1kmN3035E5025_31
498,0.0038956403732299805,1kmN3035E5025_32
499,0.0038956403732299805,1kmN3035E5025_33
500,0.0038956403732299805,1kmN3035E5025_34
501,0.0038956403732299805,1kmN3035E5025_41
502,0.0500544011592865,1kmN3035E5025_42
503,0.0038956403732299805,1kmN3035E5025_43
504,0.0038956403732299805,1kmN3035E5025_44
505,0.0038956403732299805,1kmN3035E5026_11
506,0.0038956403732299805,1kmN3035E5026_12
507,0.0038956403732299805,1kmN3035E5026_13
508,0.02641090750694275,1kmN3035E5026_14
509,0.0038956403732299805,1kmN3035E5026_21
510,0.0038956403732299805,1kmN3035E5026_22
511,0.0038956403732299805,1kmN3035E5026_23
512,0.0038956403732299805,1kmN3035E5026_24
513,0.0038956403732299805,1kmN3035E5026_31
514,0.0038956403732299805,1kmN3035E5026_32
515,0.0038956403732299805,1kmN3035E5026_33
516,0.0038956403732299805,1kmN3035E5026_34
517,0.21159034967422485,1kmN3035E5026_41
518,0.1027337908744812,1kmN3035E5026_42
519,0.023711442947387695,1kmN3035E5026_43
520,-0.9499455988407135,1kmN3035E5026_44
521,0.0644693374633789,1kmN3035E5027_11
522,0.08032733201980591,1kmN3035E5027_12
523,0.0056733787059783936,1kmN3035E5027_13
524,0.09427008032798767,1kmN3035E5027_14
525,0.09600052237510681,1kmN3035E5027_21
526,0.0020242035388946533,1kmN3035E5027_22
527,0.0038956403732299805,1kmN3035E5027_23
528,0.0038956403732299805,1kmN3035E5027_24
529,0.021533817052841187,1kmN3035E5027_31
530,0.0038956403732299805,1kmN3035E5027_32
531,0.0038956403732299805,1kmN3035E5027_33
532,0.0038956403732299805,1kmN3035E5027_34
533,0.20550507307052612,1kmN3035E5027_41
534,0.0056733787059783936,1kmN3035E5027_42
535,0.0056733787059783936,1kmN3035E5027_43
536,0.011625736951828003,1kmN3035E5027_44
537,-0.6879458427429199,1kmN3035E5028_11
538,0.0539686381816864,1kmN3035E5028_12
539,-0.4234483242034912,1kmN3035E5028_13
540,-0.27743732929229736,1kmN3035E5028_14
541,0.1890263855457306,1kmN3035E5028_21
542,0.06983006000518799,1kmN3035E5028_22
543,0.31713736057281494,1kmN3035E5028_23
544,0.037620991468429565,1kmN3035E5028_24
545,0.13364621996879578,1kmN3035E5028_31
546,0.3550957441329956,1kmN3035E5028_32
547,-0.4742681384086609,1kmN3035E5028_33
548,-0.5023613572120667,1kmN3035E5028_34
549,-0.0066994428634643555,1kmN3035E5028_41
550,-0.9905873239040375,1kmN3035E5028_42
551,0.07872256636619568,1kmN3035E5028_43
552,0.06410455703735352,1kmN3035E5028_44
553,0.09004098176956177,1kmN3035E5029_11
554,0.044603973627090454,1kmN3035E5029_12
555,-0.6283948123455048,1kmN3035E5029_13
556,0.06224215030670166,1kmN3035E5029_14
557,0.05810818076133728,1kmN3035E5029_21
558,0.0500544011592865,1kmN3035E5029_22
559,0.048235952854156494,1kmN3035E5029_23
560,0.00802960991859436,1kmN3035E5029_24
561,0.2115883231163025,1kmN3035E5029_31
562,0.1476871371269226,1kmN3035E5029_32
563,0.07311555743217468,1kmN3035E5029_33
564,-0.33106911182403564,1kmN3035E5029_34
565,0.03241616487503052,1kmN3035E5029_41
566,0.06845444440841675,1kmN3035E5029_42
567,0.05817347764968872,1kmN3035E5029_43
568,-0.4810299873352051,1kmN3035E5029_44
569,0.0038956403732299805,1kmN3035E5030_11
570,0.0038956403732299805,1kmN3035E5030_12
571,0.0038956403732299805,1kmN3035E5030_13
572,0.021533817052841187,1kmN3035E5030_14
573,0.0500544011592865,1kmN3035E5030_21
574,0.03241616487503052,1kmN3035E5030_22
575,0.0038956403732299805,1kmN3035E5030_23
576,0.0038956403732299805,1kmN3035E5030_24
577,0.0038956403732299805,1kmN3035E5030_31
578,0.0038956403732299805,1kmN3035E5030_32
579,0.0038956403732299805,1kmN3035E5030_33
580,0.026463806629180908,1kmN3035E5030_34
581,0.29124581813812256,1kmN3035E5030_41
582,0.041309475898742676,1kmN3035E5030_42
583,0.28433990478515625,1kmN3035E5030_43
584,-0.7309788465499878,1kmN3035E5030_44
585,0.0038956403732299805,1kmN3035E5031_11
586,0.0038956403732299805,1kmN3035E5031_12
587,0.03241616487503052,1kmN3035E5031_13
588,0.0038956403732299805,1kmN3035E5031_14
589,0.04818296432495117,1kmN3035E5031_21
590,0.3486022353172302,1kmN3035E5031_22
