,Unnamed: 0,grid,pred,grid_x,grid_y,digits
999,1461,1kmN3038E5038_41,1.4049436000000002,20.04481923209454,50.01931105708928,2
1000,1462,1kmN3038E5038_42,0.9272865,20.04434858527715,50.01708743824971,2
1001,1463,1kmN3038E5038_43,0.9205973,20.040887717434252,50.01739437639496,2
1002,1464,1kmN3038E5038_44,0.30752933,20.041358207279718,50.01961801166395,1
1003,1465,1kmN3038E5039_11,0.30752933,20.06558452766705,50.01746712370469,1
1004,1467,1kmN3038E5039_13,0.29346198,20.061652315152248,50.01555117192506,1
1005,1468,1kmN3038E5039_14,0.29346198,20.062123746721404,50.01777470853706,1
1006,1473,1kmN3038E5039_31,0.29346198,20.057720430634667,50.013635077926146,1
1007,1475,1kmN3038E5039_33,0.29346198,20.05378887408725,50.011718841727635,1
1008,1476,1kmN3038E5039_34,0.30752933,20.05425988221661,50.01394241978074,1
1009,1477,1kmN3038E5039_41,0.29346198,20.05866292509864,50.018082188331384,1
1010,1478,1kmN3038E5039_42,0.38824233,20.05819165046552,50.01585863526312,1
1011,1479,1kmN3038E5039_43,0.49257305,20.05473094512173,50.016165993566645,1
1012,1480,1kmN3038E5039_44,0.4785057,20.05520206281168,50.01838956308578,1
1013,1481,1kmN3038E5040_44,0.30752933,20.06904526792268,50.01715943383635,1
1014,1483,1kmN3039E5021_12,0.4785057,19.817686235386336,50.04601868684972,1
1015,1484,1kmN3039E5021_21,0.9738651,19.817225803193733,50.04379400759422,2
1016,1485,1kmN3039E5021_22,0.49257305,19.816765424603048,50.04156932420671,1
1017,1487,1kmN3039E5021_24,0.29346198,19.813761811614086,50.04409405680462,1
1018,1489,1kmN3039E5022_12,0.29346198,19.83154243375469,50.044817373769924,1
1019,1490,1kmN3039E5022_13,0.46477702,19.828078443876688,50.0451178598236,1
1020,1491,1kmN3039E5022_14,0.29346198,19.828539402168573,50.04734248666882,1
1021,1492,1kmN3039E5022_21,0.9205973,19.831081371661924,50.0425927588891,2
1022,1493,1kmN3039E5022_22,0.46477702,19.83062036324141,50.040368139868576,1
1023,1494,1kmN3039E5022_23,0.6801328000000001,19.827156688274826,50.0406685937207,1
1024,1495,1kmN3039E5022_24,0.9205973,19.827617539248422,50.04289322884103,2
1025,1496,1kmN3039E5022_31,0.9738651,19.82415366702389,50.043193593610475,2
1026,1497,1kmN3039E5022_32,0.9738651,19.823692973504254,50.04096894239571,2
1027,1498,1kmN3039E5022_33,0.6092034000000001,19.820229218942668,50.041269185891686,1
1028,1499,1kmN3039E5022_34,1.0280812,19.82068975500133,50.04349385319554,2
1029,1501,1kmN3039E5022_42,0.54720974,19.824614414180644,50.04541824068944,1
1030,1502,1kmN3039E5022_43,0.4785057,19.82115034467952,50.045718516365454,1
1031,1505,1kmN3039E5023_12,0.29346198,19.845397994826182,50.0436143777155,1
1032,1507,1kmN3039E5023_14,0.29346198,19.84239575252836,50.04613984689941,1
1033,1511,1kmN3039E5023_24,0.29346198,19.841472629906338,50.041690717957856,1
1034,1513,1kmN3039E5023_32,0.29346198,19.837547593710624,50.039766916640865,1
1035,1514,1kmN3039E5023_33,0.29346198,19.83408399839102,50.04006758084131,1
1036,1515,1kmN3039E5023_34,0.30752933,19.83454516425137,50.042292183756615,1
1037,1520,1kmN3039E5024_11,0.29346198,19.859715293146905,50.044634180529286,1
1038,1523,1kmN3039E5024_14,0.29346198,19.856251464855248,50.044935524162504,1
1039,1525,1kmN3039E5024_22,0.29346198,19.858328328471828,50.0379607229103,1
1040,1532,1kmN3039E5024_41,0.29346198,19.85278759663459,50.0452367626181,1
1041,1534,1kmN3039E5024_43,0.29346198,19.84886178541902,50.043313365751715,1
1042,1535,1kmN3039E5024_44,0.29346198,19.84932368849787,50.04553789589408,1
1043,1537,1kmN3039E5025_12,0.36216596,19.87310720175409,50.04120333718154,1
1044,1538,1kmN3039E5025_13,0.43870062,19.86964369070581,50.04150508533758,1
1045,1540,1kmN3039E5025_21,0.36216596,19.872644250636593,50.038978915941975,1
1046,1543,1kmN3039E5025_24,0.36216596,19.869180896968263,50.03928064793163,1
1047,1544,1kmN3039E5025_31,0.29346198,19.865717503333112,50.039582274762175,1
1048,1545,1kmN3039E5025_32,0.36216596,19.865254920830644,50.037357817036295,1
1049,1546,1kmN3039E5025_33,0.29346198,19.86179164461816,50.037659322552116,1
1050,1557,1kmN3039E5026_22,0.9272865,19.886033738768965,50.0355465757413,2
1051,1558,1kmN3039E5026_23,0.29346198,19.882570702431792,50.03584871216169,1
1052,1562,1kmN3039E5026_33,0.29346198,19.87564450973549,50.03645266956282,1
1053,1564,1kmN3039E5026_41,0.29346198,19.880497423660653,50.04282391010826,1
1054,1573,1kmN3039E5027_22,0.9272865,19.899885483741976,50.03433697864031,2
1055,1574,1kmN3039E5027_23,1.0106554,19.896422607581002,50.034639535624564,2
1056,1575,1kmN3039E5027_24,0.6170048,19.896886606154247,50.03686384772472,1
1057,1576,1kmN3039E5027_31,0.43870062,19.89342353261688,50.03716631577314,1
1058,1577,1kmN3039E5027_32,0.36216596,19.89295969135656,50.03494198747081,1
1059,1578,1kmN3039E5027_33,0.9205973,19.889496735081586,50.03524433417704,2
1060,1579,1kmN3039E5027_34,0.29346198,19.88996041902184,50.03746867867615,1
1061,1580,1kmN3039E5027_41,0.29346198,19.89435137711221,50.041614959855224,1
1062,1589,1kmN3039E5028_22,0.6170048,19.913736587491442,50.033125699361925,1
1063,1594,1kmN3039E5028_33,0.4785057,19.903348319826442,50.034034316519936,1
1064,1600,1kmN3039E5029_11,1.205394,19.928983453902585,50.03858522356621,2
1065,1602,1kmN3039E5029_13,0.9489943000000001,19.925055061792072,50.036664496435925,2
1066,1603,1kmN3039E5029_14,1.7623037,19.92552042691602,50.03888867034192,3
1067,1604,1kmN3039E5029_21,0.44108272,19.9280524632592,50.034136904069975,1
1068,1608,1kmN3039E5029_31,0.29346198,19.921126998213825,50.03474362747962,1
1069,1609,1kmN3039E5029_32,1.1676273000000001,19.92066189864825,50.032519428945434,2
1070,1610,1kmN3039E5029_33,1.2883278,19.917199263140468,50.03282261671682,2
1071,1611,1kmN3039E5029_34,0.34809864,19.917664205442673,50.03504683149088,1
1072,1612,1kmN3039E5029_41,1.4049436000000002,19.922057359741004,50.03919201197911,2
1073,1613,1kmN3039E5029_42,1.0586662,19.921592151908406,50.03696782182404,2
1074,1614,1kmN3039E5029_43,0.36216596,19.91812920185637,50.037271042077066,1
1075,1615,1kmN3039E5029_44,0.4785057,19.91859425239048,50.039495248475845,1
1076,1616,1kmN3039E5030_11,1.4997764,19.94283515970536,50.037370385117676,2
1077,1617,1kmN3039E5030_12,1.2634571,19.94236900823097,50.0351462925379,2
1078,1619,1kmN3039E5030_14,1.9481292000000001,19.93937229360212,50.03767425242774,3
1079,1620,1kmN3039E5030_21,1.2634571,19.94190291099985,50.03292219575714,2
1080,1621,1kmN3039E5030_22,0.4785057,19.94143686800296,50.03069809477507,1
1081,1622,1kmN3039E5030_23,1.1676273000000001,19.937974473614805,50.031001913262884,2
1082,1624,1kmN3039E5030_31,1.1869683000000002,19.93497776755577,50.03352976015727,2
1083,1627,1kmN3039E5030_34,1.0106554,19.93151513550755,50.03383338467554,2
1084,1629,1kmN3039E5030_42,1.2883278,19.935443550303106,50.035753889480794,2
1085,1630,1kmN3039E5030_43,1.0106554,19.931980761002386,50.03605753026237,2
1086,1638,1kmN3039E5031_23,0.4785057,19.95182380972424,50.029786008644066,1
