"eurogrid_0250";"st_y";"st_x"
"1kmN3049E5047_33";50.099642415497634;20.18549877506826
"1kmN3048E5047_44";50.09741955225834;20.18502036176929
"1kmN3049E5046_21";50.10217660419233;20.182511050388737
"1kmN3049E5046_12";50.104399475506455;20.18298941768583
"1kmN3049E5046_11";50.10662234250947;20.183467840714254
"1kmN3049E5047_42";50.103776677354546;20.189922078670676
"1kmN3049E5047_41";50.10599951094375;20.19040081667032
"1kmN3049E5047_14";50.105687937341514;20.19386724255993
"1kmN3049E5047_32";50.099330997230524;20.18896476996121
"1kmN3049E5047_31";50.1015538394503;20.189443396437394
"1kmN3048E5047_41";50.09710815069487;20.18848619923286
"1kmN3035E5036_44";49.995384388017;20.008041342460093
"1kmN3035E5036_44";49.995384388017;20.008041342460093
"1kmN3035E5036_44";49.995384388017;20.008041342460093
"1kmN3035E5036_44";49.995384388017;20.008041342460093
"1kmN3035E5036_42";49.99285466931177;20.011032072186435
"1kmN3035E5036_42";49.99285466931177;20.011032072186435
"1kmN3035E5036_42";49.99285466931177;20.011032072186435
"1kmN3035E5036_42";49.99285466931177;20.011032072186435
"1kmN3035E5035_41";49.99630151083387;19.997662701879825
"1kmN3035E5035_11";49.99569020062657;20.00458183599357
"1kmN3035E5035_11";49.99569020062657;20.00458183599357
"1kmN3035E5035_11";49.99569020062657;20.00458183599357
"1kmN3035E5035_11";49.99569020062657;20.00458183599357
"1kmN3035E5035_13";49.99377205806533;20.0006540232791
"1kmN3035E5035_22";49.989018686442236;20.00317673128065
"1kmN3035E5035_23";49.98932434499723;19.999717654864643
"1kmN3035E5035_44";49.996607008427596;19.994203074258337
"1kmN3035E5034_11";49.99691240101208;19.990743406277687
"1kmN3035E5035_42";49.99407764431932;19.997194592870418
"1kmN3035E5035_24";49.9915482036536;20.00018581186057
"1kmN3035E5035_14";49.99599590823288;20.00112228912919
"1kmN3035E5036_41";49.9950784704061;20.01150080851589
"1kmN3035E5036_41";49.9950784704061;20.01150080851589
"1kmN3035E5036_41";49.9950784704061;20.01150080851589
"1kmN3035E5036_41";49.9950784704061;20.01150080851589
"1kmN3035E5036_43";49.993160570559574;20.00757276294999
"1kmN3035E5036_34";49.990936748854054;20.007104237906333
"1kmN3035E5036_31";49.990630863967404;20.010563390340927
"1kmN3035E5035_21";49.99124252875008;20.003645045075277
"1kmN3035E5035_12";49.99346636681142;20.004113413309906
"1kmN3034E5036_44";49.98648909269718;20.006167351182523
"1kmN3034E5036_41";49.98618324052698;20.009626190065674
"1kmN3034E5036_14";49.98587728337888;20.013084988553715
"1kmN3034E5036_11";49.98557122125482;20.016543746633694
"1kmN3034E5036_11";49.98557122125482;20.016543746633694
"1kmN3034E5036_11";49.98557122125482;20.016543746633694
"1kmN3034E5036_11";49.98557122125482;20.016543746633694
"1kmN3034E5035_12";49.984570989085285;20.002240266975388
"1kmN3034E5035_11";49.98679483988743;20.002708471917057
"1kmN3035E5036_24";49.99032487409206;20.014022502366075
"1kmN3035E5036_24";49.99032487409206;20.014022502366075
"1kmN3035E5036_24";49.99032487409206;20.014022502366075
"1kmN3035E5036_24";49.99032487409206;20.014022502366075
"1kmN3035E5036_23";49.98810108086184;20.013553718218215
"1kmN3035E5036_23";49.98810108086184;20.013553718218215
"1kmN3035E5036_23";49.98810108086184;20.013553718218215
"1kmN3035E5036_23";49.98810108086184;20.013553718218215
"1kmN3035E5036_32";49.98840705437261;20.010094762970358
"1kmN3035E5036_33";49.98871292290006;20.00663576732022
"1kmN3035E5034_23";49.99054592930534;19.985880945693168
"1kmN3034E5034_12";49.98579286266179;19.988404973446094
"1kmN3035E5034_12";49.99468850181956;19.990275610971054
"1kmN3035E5035_31";49.9918537735625;19.99672653827514
"1kmN3035E5034_22";49.990240690719;19.989340183486327
"1kmN3034E5035_42";49.985182135834485;19.99532270088379
"1kmN3034E5035_43";49.985487551739354;19.991863857326763
"1kmN3034E5035_44";49.98771145155919;19.992331591955875
"1kmN3034E5034_11";49.98801677881018;19.98887255129017
"1kmN3035E5035_43";49.99438312557138;19.993735122096787
"1kmN3035E5035_34";49.99215923847485;19.993267224331838
"1kmN3035E5035_33";49.98993534713757;19.992799380954562
"1kmN3034E5035_41";49.98740601932047;19.995790592290856
"1kmN3034E5035_14";49.98710048209587;19.99924955228222
"1kmN3034E5035_13";49.98487661494912;19.998781504104258
"1kmN3035E5035_32";49.98962989856302;19.99625853808498
"1kmN3034E5036_42";49.983959422430146;20.0091576716179
"1kmN3034E5036_43";49.98426525824496;20.005698989484227
"1kmN3034E5036_32";49.97951177348125;20.008220798056765
"1kmN3034E5036_32";49.97951177348125;20.008220798056765
"1kmN3034E5036_32";49.97951177348125;20.008220798056765
"1kmN3034E5036_32";49.97951177348125;20.008220798056765
"1kmN3034E5036_31";49.981735600081684;20.008689207617937
"1kmN3033E5036_42";49.97506410752271;20.007284142214857
"1kmN3033E5036_42";49.97506410752271;20.007284142214857
"1kmN3033E5036_42";49.97506410752271;20.007284142214857
"1kmN3033E5036_42";49.97506410752271;20.007284142214857
"1kmN3033E5036_42";49.97506410752271;20.007284142214857
"1kmN3033E5036_42";49.97506410752271;20.007284142214857
"1kmN3033E5036_42";49.97506410752271;20.007284142214857
"1kmN3033E5036_42";49.97506410752271;20.007284142214857
"1kmN3033E5036_42";49.97506410752271;20.007284142214857
"1kmN3033E5036_41";49.97728794262839;20.00775244292541
"1kmN3033E5036_41";49.97728794262839;20.00775244292541
"1kmN3033E5036_41";49.97728794262839;20.00775244292541
"1kmN3033E5036_41";49.97728794262839;20.00775244292541
"1kmN3034E5036_24";49.98142967565301;20.012147692638646
"1kmN3034E5036_24";49.98142967565301;20.012147692638646
"1kmN3034E5036_24";49.98142967565301;20.012147692638646
"1kmN3034E5036_24";49.98142967565301;20.012147692638646
"1kmN3034E5036_13";49.98365348164273;20.01261631336352
"1kmN3034E5036_13";49.98365348164273;20.01261631336352
"1kmN3034E5036_13";49.98365348164273;20.01261631336352
"1kmN3034E5036_13";49.98365348164273;20.01261631336352
"1kmN3036E5021_33";50.015772006773126;19.800859102907854
"1kmN3036E5021_33";50.015772006773126;19.800859102907854
"1kmN3036E5021_33";50.015772006773126;19.800859102907854
"1kmN3036E5021_33";50.015772006773126;19.800859102907854
"1kmN3035E5020_11";50.013846730426344;19.796937984620275
"1kmN3035E5020_11";50.013846730426344;19.796937984620275
"1kmN3035E5020_11";50.013846730426344;19.796937984620275
"1kmN3035E5020_11";50.013846730426344;19.796937984620275
"1kmN3035E5020_13";50.01192131276157;19.793017194642434
"1kmN3035E5020_13";50.01192131276157;19.793017194642434
"1kmN3035E5020_13";50.01192131276157;19.793017194642434
"1kmN3035E5020_13";50.01192131276157;19.793017194642434
"1kmN3034E5020_11";50.004947483830506;19.79510230441589
"1kmN3034E5020_11";50.004947483830506;19.79510230441589
"1kmN3034E5020_11";50.004947483830506;19.79510230441589
"1kmN3034E5020_11";50.004947483830506;19.79510230441589
"1kmN3035E5020_22";50.00717230167614;19.79556114438717
"1kmN3035E5020_22";50.00717230167614;19.79556114438717
"1kmN3035E5020_22";50.00717230167614;19.79556114438717
"1kmN3035E5020_22";50.00717230167614;19.79556114438717
"1kmN3035E5021_44";50.013547221487826;19.80039989209331
"1kmN3035E5021_43";50.011322432070465;19.79994073470354
"1kmN3036E5021_32";50.01547237667328;19.804321128006446
"1kmN3035E5020_12";50.01162192497364;19.796478984480512
"1kmN3035E5021_41";50.01324760743061;19.803861759931333
"1kmN3036E5021_23";50.015172641451265;19.80778311345011
"1kmN3035E5021_14";50.012947888256605;19.80732358812143
"1kmN3036E5022_34";50.016797572591756;19.815166858639333
"1kmN3036E5022_32";50.01427280507174;19.818168831721724
"1kmN3036E5021_21";50.017097534112956;19.81170479528739
"1kmN3036E5022_33";50.01457285564854;19.81470696532068
"1kmN3036E5021_24";50.01739739051049;19.808242692247543
"1kmN3035E5022_44";50.01234813456606;19.81424712550595
"1kmN3035E5021_11";50.01264806396775;19.81078537665062
"1kmN3035E5022_41";50.01204810005339;19.817708834674427
"1kmN3036E5021_22";50.01487280110903;19.811245059225833
"1kmN3035E5022_43";50.01012340934386;19.81378733918623
"1kmN3035E5022_32";50.00537396014708;19.81632916457246
"1kmN3035E5022_31";50.007598677591474;19.816789001108724
"1kmN3036E5022_31";50.016497505948884;19.81862888229047
"1kmN3035E5022_42";50.00982339089345;19.81724889113973
"1kmN3035E5022_13";50.00952326733947;19.820710403400444
"1kmN3035E5021_42";50.011022834053925;19.803402445298605
"1kmN3035E5021_12";50.010423322688716;19.810325747552895
"1kmN3035E5021_13";50.010723130926046;19.806864116252683
"1kmN3035E5021_31";50.00879805654291;19.802943184099313
"1kmN3035E5021_34";50.00909763852062;19.799481630729705
"1kmN3035E5020_21";50.00939711539038;19.796020037739083
"1kmN3035E5022_34";50.00789867998157;19.81332760635264
"1kmN3035E5022_33";50.005673946478716;19.812867926996276
"1kmN3035E5021_24";50.0084983694592;19.806404697835
"1kmN3035E5021_21";50.00819857727144;19.80986617192374
"1kmN3033E5027_22";49.98095262271693;19.888761926464397
"1kmN3033E5027_22";49.98095262271693;19.888761926464397
"1kmN3033E5027_22";49.98095262271693;19.888761926464397
"1kmN3033E5027_22";49.98095262271693;19.888761926464397
"1kmN3032E5027_14";49.979030374660226;19.88484016905583
"1kmN3032E5027_14";49.979030374660226;19.88484016905583
"1kmN3032E5027_14";49.979030374660226;19.88484016905583
"1kmN3032E5027_14";49.979030374660226;19.88484016905583
"1kmN3032E5027_13";49.9768059538358;19.8843775715011
"1kmN3032E5027_13";49.9768059538358;19.8843775715011
"1kmN3032E5027_13";49.9768059538358;19.8843775715011
"1kmN3032E5027_13";49.9768059538358;19.8843775715011
"1kmN3033E5029_34";49.98166452014781;19.906520504317246
"1kmN3033E5029_34";49.98166452014781;19.906520504317246
"1kmN3033E5029_34";49.98166452014781;19.906520504317246
"1kmN3033E5029_34";49.98166452014781;19.906520504317246
"1kmN3033E5028_24";49.98226983471314;19.89960233782044
"1kmN3033E5028_24";49.98226983471314;19.89960233782044
"1kmN3033E5028_24";49.98226983471314;19.89960233782044
"1kmN3033E5028_24";49.98226983471314;19.89960233782044
"1kmN3033E5028_21";49.981967229932806;19.903061441051754
"1kmN3033E5028_21";49.981967229932806;19.903061441051754
"1kmN3033E5028_21";49.981967229932806;19.903061441051754
"1kmN3033E5028_21";49.981967229932806;19.903061441051754
"1kmN3033E5029_24";49.981058785571655;19.913438510899212
"1kmN3033E5029_24";49.981058785571655;19.913438510899212
"1kmN3033E5029_24";49.981058785571655;19.913438510899212
"1kmN3033E5029_24";49.981058785571655;19.913438510899212
"1kmN3033E5028_33";49.980650349128915;19.89222099263736
"1kmN3033E5028_33";49.980650349128915;19.89222099263736
"1kmN3033E5028_33";49.980650349128915;19.89222099263736
"1kmN3033E5028_33";49.980650349128915;19.89222099263736
"1kmN3033E5027_23";49.98125479129788;19.885302820384297
"1kmN3033E5027_21";49.983177019006874;19.88922478846074
"1kmN3033E5027_14";49.987928016094244;19.8866910971008
"1kmN3033E5027_11";49.987625799023505;19.890150673889405
"1kmN3034E5027_23";49.99015241598885;19.88715396361313
"1kmN3034E5027_32";49.990454544196176;19.883694189964366
"1kmN3034E5027_22";49.98985018275103;19.890613697339496
"1kmN3033E5028_44";49.98732347692957;19.893610210749692
"1kmN3034E5028_33";49.9895478444846;19.894073391130608
"1kmN3033E5028_12";49.98419155732812;19.903524984397972
"1kmN3033E5029_41";49.985810291180535;19.910907295675653
"1kmN3033E5027_12";49.985401411108924;19.889687704266105
"1kmN3033E5028_43";49.985099105185554;19.89314708421314
"1kmN3033E5027_24";49.983479203749155;19.885765525495316
"1kmN3033E5027_13";49.985703612014476;19.886228284397866
"1kmN3033E5029_13";49.98328306438057;19.913902524827122
"1kmN3033E5028_41";49.9870210498144;19.89706970766889
"1kmN3033E5028_34";49.98287472925213;19.89268401151201
"1kmN3033E5028_31";49.9825723344869;19.896143194636192
"1kmN3032E5026_23";49.97356446554904;19.86961822429049
"1kmN3032E5026_23";49.97356446554904;19.86961822429049
"1kmN3032E5026_23";49.97356446554904;19.86961822429049
"1kmN3032E5026_23";49.97356446554904;19.86961822429049
"1kmN3032E5026_23";49.97356446554904;19.86961822429049
"1kmN3032E5026_23";49.97356446554904;19.86961822429049
"1kmN3032E5026_23";49.97356446554904;19.86961822429049
"1kmN3032E5026_23";49.97356446554904;19.86961822429049
"1kmN3032E5026_23";49.97356446554904;19.86961822429049
"1kmN3032E5027_31";49.974883543939704;19.880456352308926
"1kmN3032E5027_31";49.974883543939704;19.880456352308926
"1kmN3032E5027_31";49.974883543939704;19.880456352308926
"1kmN3032E5027_31";49.974883543939704;19.880456352308926
"1kmN3033E5026_33";49.98306559752567;19.86454734657702
"1kmN3033E5026_33";49.98306559752567;19.86454734657702
"1kmN3033E5026_33";49.98306559752567;19.86454734657702
"1kmN3033E5026_33";49.98306559752567;19.86454734657702
"1kmN3032E5026_43";49.97861656638756;19.863623980298264
"1kmN3032E5026_43";49.97861656638756;19.863623980298264
"1kmN3032E5026_43";49.97861656638756;19.863623980298264
"1kmN3032E5026_43";49.97861656638756;19.863623980298264
"1kmN3032E5026_34";49.97639204455521;19.863162377653065
"1kmN3032E5026_34";49.97639204455521;19.863162377653065
"1kmN3032E5026_34";49.97639204455521;19.863162377653065
"1kmN3032E5026_34";49.97639204455521;19.863162377653065
"1kmN3033E5025_21";49.98559155643283;19.86154956822543
"1kmN3033E5025_21";49.98559155643283;19.86154956822543
"1kmN3033E5025_21";49.98559155643283;19.86154956822543
"1kmN3033E5025_21";49.98559155643283;19.86154956822543
"1kmN3033E5025_24";49.985892901005364;19.858089986411603
"1kmN3033E5025_24";49.985892901005364;19.858089986411603
"1kmN3033E5025_24";49.985892901005364;19.858089986411603
"1kmN3033E5025_24";49.985892901005364;19.858089986411603
"1kmN3033E5025_31";49.98619414054792;19.8546303647999
"1kmN3033E5025_31";49.98619414054792;19.8546303647999
"1kmN3033E5025_31";49.98619414054792;19.8546303647999
"1kmN3033E5025_31";49.98619414054792;19.8546303647999
"1kmN3033E5026_24";49.98468689255478;19.871928074750187
"1kmN3032E5027_33";49.972960992569924;19.87653546066432
"1kmN3033E5026_23";49.98246241551182;19.871465997250805
"1kmN3032E5026_42";49.97831506014251;19.86708301174742
"1kmN3032E5026_24";49.97578895930919;19.870080086992807
"1kmN3032E5026_22";49.97326278155618;19.8730768623911
"1kmN3032E5026_12";49.97771173263026;19.874000955186087
"1kmN3032E5026_13";49.9780134488894;19.870542003381004
"1kmN3032E5026_31";49.97609055443354;19.866621252227198
"1kmN3033E5026_32";49.98276405902815;19.868006691828747
"1kmN3032E5026_41";49.98053956167391;19.867544824944986
"1kmN3032E5026_21";49.97548725918411;19.873538881936888
"1kmN3032E5026_14";49.98023793429014;19.871003973464052
"1kmN3033E5025_14";49.99034197159141;19.859013046925654
"1kmN3034E5025_32";49.99286778852263;19.85601456511977
"1kmN3033E5025_41";49.99064324336576;19.855553111364262
"1kmN3034E5025_24";49.99479102549825;19.85993632211708
"1kmN3034E5026_23";49.99136029861564;19.87331462961309
"1kmN3034E5026_32";49.99166200668146;19.8698546964041
"1kmN3034E5026_31";49.99388648315592;19.870316831852566
"1kmN3034E5025_21";49.99448961643299;19.863396531872112
"1kmN3034E5025_23";49.99256650062953;19.859474657682235
"1kmN3033E5026_44";49.989739112922514;19.865932798599644
"1kmN3033E5026_41";49.98943752603186;19.869392614686387
"1kmN3033E5026_14";49.98913583410629;19.872852390922404
"1kmN3034E5026_24";49.99358475894795;19.87377692205206
"1kmN3034E5026_34";49.994188102318226;19.866856701788276
"1kmN3034E5026_33";49.991963609707;19.86639472333733
"1kmN3034E5025_22";49.99226510769032;19.862934710425748
"1kmN3034E5025_31";49.99509232951203;19.856476072535926
"1kmN3033E5026_34";49.98529010683227;19.865009110228392
"1kmN3033E5025_42";49.988418694040995;19.855091711260595
"1kmN3033E5025_12";49.98781607769065;19.862011228611305
"1kmN3033E5025_13";49.98811743838349;19.85855148983843
"1kmN3033E5026_43";49.987514611964414;19.86547092756631
"1kmN3033E5025_44";49.990944410097434;19.852093136003894
"1kmN3033E5027_44";49.98853213515834;19.879771823790602
"1kmN3033E5027_41";49.98823012813982;19.883231480396915
"1kmN3033E5026_12";49.98660958460469;19.875849785394998
"1kmN3033E5026_11";49.98883403714782;19.876312127294806
"1kmN3034E5027_33";49.99075656737105;19.88023437640619
"1kmN3033E5027_43";49.98630769876432;19.87930932494941
"1kmN3034E5026_22";49.99105848551154;19.87677452295143
"1kmN3033E5027_42";49.98600570790026;19.882768824621312
"1kmN3033E5026_21";49.98438512788177;19.875387497243175
"1kmN3033E5026_22";49.98216066697867;19.874925262830338
"1kmN3033E5027_34";49.98408325818857;19.878846879873606
"1kmN3033E5027_31";49.98378128347703;19.882306222628635
"1kmN3033E5027_33";49.9818588134307;19.878384488554357
"1kmN3032E5027_44";49.9796343644903;19.877922150982688
"1kmN3032E5027_34";49.975185454060316;19.876997637046557
"1kmN3032E5026_11";49.97993620189498;19.87446308214759
"1kmN3033E5027_32";49.98155685486977;19.881843674409957
"1kmN3032E5027_42";49.97710798510151;19.88091873925901
"1kmN3032E5027_41";49.97933242207806;19.881381179956406
"1kmN3032E5027_43";49.97740991136698;19.877459867149685
"1kmN3033E5026_42";49.9872130412067;19.868930586690524
"1kmN3033E5026_31";49.98498855220562;19.8684686124076
"1kmN3033E5025_11";49.99004059477634;19.862472942675105
"1kmN3033E5026_13";49.98691136541947;19.872390205971076
"1kmN3037E5039_31";50.004740805882925;20.055836099152476
"1kmN3037E5039_31";50.004740805882925;20.055836099152476
"1kmN3037E5039_31";50.004740805882925;20.055836099152476
"1kmN3037E5039_31";50.004740805882925;20.055836099152476
"1kmN3037E5039_31";50.004740805882925;20.055836099152476
"1kmN3037E5039_31";50.004740805882925;20.055836099152476
"1kmN3037E5039_31";50.004740805882925;20.055836099152476
"1kmN3037E5039_31";50.004740805882925;20.055836099152476
"1kmN3037E5039_31";50.004740805882925;20.055836099152476
"1kmN3037E5038_21";50.00535525303007;20.048916216764436
"1kmN3037E5038_21";50.00535525303007;20.048916216764436
"1kmN3037E5038_21";50.00535525303007;20.048916216764436
"1kmN3037E5038_21";50.00535525303007;20.048916216764436
"1kmN3037E5039_34";50.00504808196139;20.05237617826264
"1kmN3037E5039_34";50.00504808196139;20.05237617826264
"1kmN3037E5039_34";50.00504808196139;20.05237617826264
"1kmN3037E5039_34";50.00504808196139;20.05237617826264
"1kmN3043E5033_13";50.06737909806941;19.987948778054967
"1kmN3043E5033_13";50.06737909806941;19.987948778054967
"1kmN3043E5033_42";50.067684366947425;19.98448399568058
"1kmN3043E5033_42";50.067684366947425;19.98448399568058
"1kmN3042E5033_44";50.06131787012377;19.97961418574418
"1kmN3042E5032_12";50.059398967954394;19.975681732143343
"1kmN3042E5033_41";50.06101275550651;19.983078536317247
"1kmN3042E5033_41";50.06101275550651;19.983078536317247
"1kmN3042E5033_41";50.06101275550651;19.983078536317247
"1kmN3042E5033_41";50.06101275550651;19.983078536317247
"1kmN3042E5033_42";50.058788876596225;19.9826101589472
"1kmN3042E5033_42";50.058788876596225;19.9826101589472
"1kmN3042E5033_42";50.058788876596225;19.9826101589472
"1kmN3042E5033_42";50.058788876596225;19.9826101589472
"1kmN3042E5033_33";50.05464617169217;19.97820968933933
"1kmN3042E5033_33";50.05464617169217;19.97820968933933
"1kmN3042E5033_33";50.05464617169217;19.97820968933933
"1kmN3042E5033_33";50.05464617169217;19.97820968933933
"1kmN3045E5033_32";50.08102747606052;19.987296387862067
"1kmN3045E5033_32";50.08102747606052;19.987296387862067
"1kmN3044E5033_31";50.07435594046184;19.985889946113897
"1kmN3044E5033_31";50.07435594046184;19.985889946113897
"1kmN3045E5033_34";50.08355659109186;19.98429938550986
"1kmN3045E5033_34";50.08355659109186;19.98429938550986
"1kmN3045E5032_21";50.083861764118154;19.98083341949124
"1kmN3045E5032_21";50.083861764118154;19.98083341949124
"1kmN3044E5033_41";50.07880363507317;19.986827519340366
