"","eurogrid_0250_1","populacjaKobiet","procentDzieci","procentMieszkalnych","localConcentration","percentOfMean","WzrostZameldowania"
"181","1kmN3034E5030_14",0.448275862068966,0.0945945945945946,0.92,0.0000717240839693412,1.14959801335458,0.293213718879711
"182","1kmN3034E5030_21",0.603603603603604,0.0693069306930693,0.972222222222222,0.000101065754684072,1.07026591079248,0.252277871909788
"183","1kmN3034E5030_22",0.513157894736842,0.147540983606557,0.846153846153846,0.0000652037126994011,1.12007909147101,0.280019772867751
"184","1kmN3034E5030_23",0.5,0,0.857142857142857,0.0000130407425398802,1.10777954068618,0.276944885171546
"185","1kmN3034E5030_24",0.539325842696629,0.141176470588235,0.916666666666667,0.0000652037126994011,1.07149586587096,0.288353247084712
"186","1kmN3034E5030_31",0.65,0.3125,1,0.0000163009281748503,1.08707529686507,0.284592147813155
"187","1kmN3034E5030_32",0.5,0,0.5,0.00000326018563497006,0.957110043572131,0.239277510893033
"188","1kmN3034E5030_33",0.466666666666667,0.1,0.8,0.0000260814850797604,0.915496563416821,0.240239734373395
"189","1kmN3034E5030_34",0.571428571428571,0.142857142857143,0.8,0.00000978055690491017,1.0075382017899,0.290422220404289
"190","1kmN3034E5030_42",0.5,0.142857142857143,0.833333333333333,0.0000130407425398802,1.13524853743895,0.259984589408657
"191","1kmN3034E5030_43",0.575757575757576,0.133333333333333,0.857142857142857,0.0000293416707147305,0.894177342056465,0.255847268384118
"192","1kmN3034E5030_44",1,0,0.5,0.00000326018563497006,1.01430295472155,-0.0929978515995858
"193","1kmN3034E5031_11",0.520325203252033,0.117117117117117,0.9,0.000114106497223952,1.18034689031663,0.30125987572675
"194","1kmN3034E5031_12",0.511363636363636,0.130952380952381,0.805555555555556,0.0000847648265092214,1.17255717481957,0.293139293704893
"195","1kmN3034E5031_13",0.531746031746032,0.0948275862068965,0.782608695652174,0.000123887054128862,1.18383176303899,0.316630869721027
"196","1kmN3034E5031_14",0.5,0.135922330097087,0.804878048780488,0.0000945453834141316,1.15062297591998,0.298868385521332
"197","1kmN3034E5031_21",0.538461538461538,0.0434782608695652,0.833333333333333,0.0000326018563497006,1.16169257162632,0.300228321194899
"198","1kmN3034E5031_22",0.537142857142857,0.180124223602484,0.840909090909091,0.000127147239763832,1.01081808199918,0.252704520499795
"199","1kmN3034E5031_23",0.476635514018692,0.122448979591837,0.904761904761905,0.0000684638983343712,1.03172731833338,0.255606231417766
"200","1kmN3034E5031_24",0.552,0.146788990825688,0.882352941176471,0.0000978055690491017,1.12581888183726,0.287527893601575
"201","1kmN3034E5031_31",0.536585365853659,0.111111111111111,0.8,0.0000293416707147305,1.10880450325159,0.277201125812897
"202","1kmN3034E5031_32",0.587786259541985,0.092436974789916,0.976190476190476,0.000114106497223952,1.07641568618489,0.271019639732615
"203","1kmN3034E5031_33",0.463636363636364,0.0693069306930693,0.942857142857143,0.0000912851977791615,1.13811843262208,0.28226714927554
"204","1kmN3034E5031_34",0.526315789473684,0.138888888888889,1,0.0000423824132546107,1.17112222722801,0.328050206371979
"205","1kmN3034E5031_41",0.591304347826087,0.08,0.857142857142857,0.0000880250121441915,1.12684384440266,0.283894381092853
"206","1kmN3034E5031_42",0.50625,0.140740740740741,0.720930232558139,0.000107586125954012,1.14406321550141,0.276812310594672
"207","1kmN3034E5031_43",0.538461538461538,0,0.833333333333333,0.0000195611138098203,1.14754808822377,0.286887022055943
"208","1kmN3034E5031_44",0.452380952380952,0.0769230769230769,0.8,0.0000391222276196407,1.15533780372082,0.301031991972564
"209","1kmN3034E5032_11",0.5,0.137254901960784,0.941176470588235,0.0000456425988895808,1.11782417382712,0.274868758789731
"210","1kmN3034E5032_12",0.517241379310345,0.220779220779221,0.954545454545455,0.0000652037126994011,1.09650495246677,0.304651912316916
"211","1kmN3034E5032_13",0.5,0.111111111111111,0.909090909090909,0.0000293416707147305,1.06534609047855,0.278534063661996
"212","1kmN3034E5032_21",0.448275862068966,0.0357142857142857,0.818181818181818,0.0000228212994447904,1.03090734828106,0.257726837070264
"213","1kmN3034E5032_22",0.539130434782609,0.0679611650485437,0.896551724137931,0.0000749842696043113,0.990728815717308,0.245517688243548
"214","1kmN3034E5032_23",0.470588235294118,0.161290322580645,0.928571428571429,0.0000391222276196407,1.03049736325489,0.257624340813724
"215","1kmN3034E5032_24",0,0,0.8,0.00000326018563497006,1.25537415010403,0.313843537526008
"216","1kmN3034E5032_31",0.578947368421053,0.228571428571429,0.9,0.0000358620419846706,1.00999811194686,0.287769177551691
"217","1kmN3034E5032_32",0.481012658227848,0.180555555555556,0.88,0.0000652037126994011,1.05776136749458,0.280786031689358
"218","1kmN3034E5032_33",0.563380281690141,0.125,1,0.0000489027845245508,0.989498860638826,0.233672656035958
"219","1kmN3034E5032_34",0.5,0,0.75,0.00000652037126994011,1.2848930719876,0.321223267996901
"220","1kmN3034E5032_41",0.5,0.0625,1,0.0000163009281748503,1.21232572235716,0.315904754186178
"221","1kmN3034E5032_42",0.510416666666667,0.0978260869565217,0.961538461538462,0.0000782444552392813,1.10777954068618,0.287584788776245
"222","1kmN3034E5032_43",0.580645161290323,0.160714285714286,0.909090909090909,0.0000521629701595209,1.22114040041962,0.330730773682389
"223","1kmN3034E5032_44",0.609195402298851,0.0641025641025641,0.727272727272727,0.0000782444552392813,1.13319861230815,0.304270024072213
"224","1kmN3034E5033_11",0.333333333333333,0.125,0.571428571428571,0.00000978055690491017,1.13401858236047,0.384870922617158
"225","1kmN3034E5033_12",0.471698113207547,0.0638297872340425,1,0.0000358620419846706,0.972689474566237,0.247934417384233
"226","1kmN3034E5033_13",0.576923076923077,0.14,0.928571428571429,0.0000847648265092214,0.986628965455701,0.251511762828201
"227","1kmN3034E5033_14",0.714285714285714,0.285714285714286,0.428571428571429,0.00000652037126994011,1.12499891178493,0.319787397903048
