"";"Var1";"Var2"
"1";20,851688;52,09785
"2";20,85607717;52,09785
"3";20,86046634;52,09785
"4";20,86485551;52,09785
"5";20,86924468;52,09785
"6";20,87363385;52,09785
"7";20,87802302;52,09785
"8";20,88241219;52,09785
"9";20,88680136;52,09785
"10";20,89119053;52,09785
"11";20,8955797;52,09785
"12";20,89996887;52,09785
"13";20,90435804;52,09785
"14";20,90874721;52,09785
"15";20,91313638;52,09785
"16";20,91752555;52,09785
"17";20,92191472;52,09785
"18";20,92630389;52,09785
"19";20,93069306;52,09785
"20";20,93508223;52,09785
"21";20,9394714;52,09785
"22";20,94386057;52,09785
"23";20,94824974;52,09785
"24";20,95263891;52,09785
"25";20,95702808;52,09785
"26";20,96141725;52,09785
"27";20,96580642;52,09785
"28";20,97019559;52,09785
"29";20,97458476;52,09785
"30";20,97897393;52,09785
"31";20,9833631;52,09785
"32";20,98775227;52,09785
"33";20,99214144;52,09785
"34";20,99653061;52,09785
"35";21,00091978;52,09785
"36";21,00530895;52,09785
"37";21,00969812;52,09785
"38";21,01408729;52,09785
"39";21,01847646;52,09785
"40";21,02286563;52,09785
"41";21,0272548;52,09785
"42";21,03164397;52,09785
"43";21,03603314;52,09785
"44";21,04042231;52,09785
"45";21,04481148;52,09785
"46";21,04920065;52,09785
"47";21,05358982;52,09785
"48";21,05797899;52,09785
"49";21,06236816;52,09785
"50";21,06675733;52,09785
"51";21,0711465;52,09785
"52";21,07553567;52,09785
"53";21,07992484;52,09785
"54";21,08431401;52,09785
"55";21,08870318;52,09785
"56";21,09309235;52,09785
"57";21,09748152;52,09785
"58";21,10187069;52,09785
"59";21,10625986;52,09785
"60";21,11064903;52,09785
"61";21,1150382;52,09785
"62";21,11942737;52,09785
"63";21,12381654;52,09785
"64";21,12820571;52,09785
"65";21,13259488;52,09785
"66";21,13698405;52,09785
"67";21,14137322;52,09785
"68";21,14576239;52,09785
"69";21,15015156;52,09785
"70";21,15454073;52,09785
"71";21,1589299;52,09785
"72";21,16331907;52,09785
"73";21,16770824;52,09785
"74";21,17209741;52,09785
"75";21,17648658;52,09785
"76";21,18087575;52,09785
"77";21,18526492;52,09785
"78";21,18965409;52,09785
"79";21,19404326;52,09785
"80";21,19843243;52,09785
"81";21,2028216;52,09785
"82";21,20721077;52,09785
"83";21,21159994;52,09785
"84";21,21598911;52,09785
"85";21,22037828;52,09785
"86";21,22476745;52,09785
"87";21,22915662;52,09785
"88";21,23354579;52,09785
"89";21,23793496;52,09785
"90";21,24232413;52,09785
"91";21,2467133;52,09785
"92";21,25110247;52,09785
"93";21,25549164;52,09785
"94";21,25988081;52,09785
"95";21,26426998;52,09785
"96";21,26865915;52,09785
"97";20,851688;52,1005442
"98";20,85607717;52,1005442
"99";20,86046634;52,1005442
"100";20,86485551;52,1005442
"101";20,86924468;52,1005442
"102";20,87363385;52,1005442
"103";20,87802302;52,1005442
"104";20,88241219;52,1005442
"105";20,88680136;52,1005442
"106";20,89119053;52,1005442
"107";20,8955797;52,1005442
"108";20,89996887;52,1005442
"109";20,90435804;52,1005442
"110";20,90874721;52,1005442
"111";20,91313638;52,1005442
"112";20,91752555;52,1005442
"113";20,92191472;52,1005442
"114";20,92630389;52,1005442
"115";20,93069306;52,1005442
"116";20,93508223;52,1005442
"117";20,9394714;52,1005442
"118";20,94386057;52,1005442
"119";20,94824974;52,1005442
"120";20,95263891;52,1005442
"121";20,95702808;52,1005442
"122";20,96141725;52,1005442
"123";20,96580642;52,1005442
"124";20,97019559;52,1005442
"125";20,97458476;52,1005442
"126";20,97897393;52,1005442
"127";20,9833631;52,1005442
"128";20,98775227;52,1005442
"129";20,99214144;52,1005442
"130";20,99653061;52,1005442
"131";21,00091978;52,1005442
"132";21,00530895;52,1005442
"133";21,00969812;52,1005442
"134";21,01408729;52,1005442
"135";21,01847646;52,1005442
"136";21,02286563;52,1005442
"137";21,0272548;52,1005442
"138";21,03164397;52,1005442
"139";21,03603314;52,1005442
"140";21,04042231;52,1005442
"141";21,04481148;52,1005442
"142";21,04920065;52,1005442
"143";21,05358982;52,1005442
"144";21,05797899;52,1005442
"145";21,06236816;52,1005442
"146";21,06675733;52,1005442
"147";21,0711465;52,1005442
"148";21,07553567;52,1005442
"149";21,07992484;52,1005442
"150";21,08431401;52,1005442
"151";21,08870318;52,1005442
"152";21,09309235;52,1005442
"153";21,09748152;52,1005442
"154";21,10187069;52,1005442
"155";21,10625986;52,1005442
"156";21,11064903;52,1005442
"157";21,1150382;52,1005442
"158";21,11942737;52,1005442
"159";21,12381654;52,1005442
"160";21,12820571;52,1005442
"161";21,13259488;52,1005442
"162";21,13698405;52,1005442
"163";21,14137322;52,1005442
"164";21,14576239;52,1005442
"165";21,15015156;52,1005442
"166";21,15454073;52,1005442
"167";21,1589299;52,1005442
"168";21,16331907;52,1005442
"169";21,16770824;52,1005442
"170";21,17209741;52,1005442
"171";21,17648658;52,1005442
"172";21,18087575;52,1005442
"173";21,18526492;52,1005442
"174";21,18965409;52,1005442
"175";21,19404326;52,1005442
"176";21,19843243;52,1005442
"177";21,2028216;52,1005442
"178";21,20721077;52,1005442
"179";21,21159994;52,1005442
"180";21,21598911;52,1005442
"181";21,22037828;52,1005442
"182";21,22476745;52,1005442
"183";21,22915662;52,1005442
"184";21,23354579;52,1005442
"185";21,23793496;52,1005442
"186";21,24232413;52,1005442
"187";21,2467133;52,1005442
"188";21,25110247;52,1005442
"189";21,25549164;52,1005442
"190";21,25988081;52,1005442
"191";21,26426998;52,1005442
"192";21,26865915;52,1005442
"193";20,851688;52,1032384
"194";20,85607717;52,1032384
"195";20,86046634;52,1032384
"196";20,86485551;52,1032384
"197";20,86924468;52,1032384
"198";20,87363385;52,1032384
"199";20,87802302;52,1032384
"200";20,88241219;52,1032384
"201";20,88680136;52,1032384
"202";20,89119053;52,1032384
"203";20,8955797;52,1032384
"204";20,89996887;52,1032384
"205";20,90435804;52,1032384
"206";20,90874721;52,1032384
"207";20,91313638;52,1032384
"208";20,91752555;52,1032384
"209";20,92191472;52,1032384
"210";20,92630389;52,1032384
"211";20,93069306;52,1032384
"212";20,93508223;52,1032384
"213";20,9394714;52,1032384
"214";20,94386057;52,1032384
"215";20,94824974;52,1032384
"216";20,95263891;52,1032384
"217";20,95702808;52,1032384
"218";20,96141725;52,1032384
"219";20,96580642;52,1032384
"220";20,97019559;52,1032384
"221";20,97458476;52,1032384
"222";20,97897393;52,1032384
"223";20,9833631;52,1032384
"224";20,98775227;52,1032384
"225";20,99214144;52,1032384
"226";20,99653061;52,1032384
"227";21,00091978;52,1032384
"228";21,00530895;52,1032384
"229";21,00969812;52,1032384
"230";21,01408729;52,1032384
"231";21,01847646;52,1032384
"232";21,02286563;52,1032384
"233";21,0272548;52,1032384
"234";21,03164397;52,1032384
"235";21,03603314;52,1032384
"236";21,04042231;52,1032384
"237";21,04481148;52,1032384
"238";21,04920065;52,1032384
"239";21,05358982;52,1032384
"240";21,05797899;52,1032384
"241";21,06236816;52,1032384
"242";21,06675733;52,1032384
"243";21,0711465;52,1032384
"244";21,07553567;52,1032384
"245";21,07992484;52,1032384
"246";21,08431401;52,1032384
"247";21,08870318;52,1032384
"248";21,09309235;52,1032384
"249";21,09748152;52,1032384
"250";21,10187069;52,1032384
"251";21,10625986;52,1032384
"252";21,11064903;52,1032384
"253";21,1150382;52,1032384
"254";21,11942737;52,1032384
"255";21,12381654;52,1032384
"256";21,12820571;52,1032384
"257";21,13259488;52,1032384
"258";21,13698405;52,1032384
"259";21,14137322;52,1032384
"260";21,14576239;52,1032384
"261";21,15015156;52,1032384
"262";21,15454073;52,1032384
"263";21,1589299;52,1032384
"264";21,16331907;52,1032384
"265";21,16770824;52,1032384
"266";21,17209741;52,1032384
"267";21,17648658;52,1032384
"268";21,18087575;52,1032384
"269";21,18526492;52,1032384
"270";21,18965409;52,1032384
"271";21,19404326;52,1032384
"272";21,19843243;52,1032384
"273";21,2028216;52,1032384
"274";21,20721077;52,1032384
"275";21,21159994;52,1032384
"276";21,21598911;52,1032384
"277";21,22037828;52,1032384
"278";21,22476745;52,1032384
"279";21,22915662;52,1032384
"280";21,23354579;52,1032384
"281";21,23793496;52,1032384
"282";21,24232413;52,1032384
"283";21,2467133;52,1032384
"284";21,25110247;52,1032384
"285";21,25549164;52,1032384
"286";21,25988081;52,1032384
"287";21,26426998;52,1032384
